1.129269,-0.539630,0.053243
1.129522,-0.539798,0.045641
1.129735,-0.539941,0.038037
1.129132,-0.542205,0.053286
1.129384,-0.542374,0.045678
1.129598,-0.542517,0.038067
1.120827,-0.540426,0.060500
1.121116,-0.540620,0.052943
1.121366,-0.540789,0.045383
1.124893,-0.543165,0.037945
1.119484,-0.542307,0.068056
1.118984,-0.541968,0.060451
1.120099,-0.542722,0.052943
1.120349,-0.542892,0.045383
1.126356,-0.546955,0.038037
1.120883,-0.546211,0.068221
1.121210,-0.546433,0.060648
1.119846,-0.545507,0.052986
1.121749,-0.546799,0.045494
1.122787,-0.547505,0.037945
1.124615,-0.548746,0.030407
1.116241,-0.545717,0.075547
1.116605,-0.545965,0.068001
1.117755,-0.546750,0.060500
1.117217,-0.546383,0.052900
1.116641,-0.545990,0.045310
1.118503,-0.547260,0.037822
1.118676,-0.547378,0.030259
1.117746,-0.549380,0.075731
1.116462,-0.548502,0.068056
1.114315,-0.547032,0.060353
1.117075,-0.548921,0.052943
1.114850,-0.547398,0.045273
1.115060,-0.547542,0.037730
1.124165,-0.556466,0.076283
1.115479,-0.550498,0.068056
1.115804,-0.550721,0.060500
1.116091,-0.550919,0.052943
1.115516,-0.550524,0.045346
1.115726,-0.550668,0.037791
1.117546,-0.551918,0.030284
1.120715,-0.556752,0.076099
1.119436,-0.555870,0.068387
1.119762,-0.556095,0.060795
1.115116,-0.552890,0.052943
1.114541,-0.552494,0.045346
1.113928,-0.552071,0.037761
1.114923,-0.552757,0.030235
1.115880,-0.553417,0.022695
1.112630,-0.554176,0.083158
1.113031,-0.554453,0.075608
1.113393,-0.554704,0.068056
1.116181,-0.556635,0.060648
1.116467,-0.556834,0.053072
1.116716,-0.557006,0.045494
1.116105,-0.556583,0.037883
1.116277,-0.556702,0.030308
1.116410,-0.556794,0.022732
1.111935,-0.557517,0.098408
1.112411,-0.557849,0.090852
1.108756,-0.555304,0.082956
1.109974,-0.556152,0.075486
1.110335,-0.556403,0.067945
1.110658,-0.556628,0.060402
1.110124,-0.556256,0.052814
1.111190,-0.556999,0.045310
1.110579,-0.556573,0.037730
1.111571,-0.557264,0.030210
1.111704,-0.557356,0.022659
1.109777,-0.558696,0.090705
1.105308,-0.555571,0.082754
1.105705,-0.555849,0.075241
1.110975,-0.559533,0.068056
1.106386,-0.556325,0.060206
1.106670,-0.556524,0.052685
1.109373,-0.558413,0.045273
1.107944,-0.557414,0.037669
1.108114,-0.557533,0.030137
1.109885,-0.558771,0.022640
1.115999,-0.566080,0.091367
1.116439,-0.566388,0.083765
1.116840,-0.566670,0.076160
1.117204,-0.566925,0.068552
1.117529,-0.567154,0.060942
1.115363,-0.565633,0.053201
1.113157,-0.564084,0.045494
1.111731,-0.563083,0.037853
1.113538,-0.564352,0.030333
1.116126,-0.566169,0.022806
1.110446,-0.564843,0.098567
1.106030,-0.561731,0.090558
1.106465,-0.562038,0.083023
1.110942,-0.565193,0.075792
1.112119,-0.566023,0.068277
1.111626,-0.565675,0.060648
1.113545,-0.567027,0.053158
1.113792,-0.567202,0.045567
1.105832,-0.561592,0.037669
1.106002,-0.561711,0.030137
1.115941,-0.568716,0.022824
1.111875,-0.568556,0.098806
1.112351,-0.568893,0.091220
1.102200,-0.561712,0.082754
1.109114,-0.566603,0.075731
1.109475,-0.566858,0.068166
1.108982,-0.566509,0.060550
1.109266,-0.566711,0.052986
1.109513,-0.566885,0.045420
1.109721,-0.567033,0.037853
1.109892,-0.567153,0.030284
1.114922,-0.570712,0.022824
1.098982,-0.562080,0.105188
1.099490,-0.562440,0.097691
1.099960,-0.562774,0.090190
1.101206,-0.563658,0.082754
1.105670,-0.566829,0.075547
1.106843,-0.567662,0.068056
1.107165,-0.567890,0.060500
1.107448,-0.568092,0.052943
1.106880,-0.567688,0.045346
1.112792,-0.571886,0.038006
1.103997,-0.565641,0.030137
1.113912,-0.572681,0.022824
1.114007,-0.572749,0.015217
1.104281,-0.569726,0.113508
1.099153,-0.566065,0.105359
1.102095,-0.568165,0.098089
1.102566,-0.568501,0.090558
1.103811,-0.569390,0.083091
1.103395,-0.569093,0.075486
1.103753,-0.569349,0.067945
1.104886,-0.570158,0.060451
1.104356,-0.569780,0.052857
1.104601,-0.569955,0.045310
1.103995,-0.569522,0.037730
1.104165,-0.569643,0.030186
1.104297,-0.569737,0.022640
1.112529,-0.575615,0.015217
1.102538,-0.570952,0.113416
1.102275,-0.570764,0.105788
1.102784,-0.571128,0.098248
1.103255,-0.571466,0.090705
1.102878,-0.571196,0.083091
1.103273,-0.571479,0.075547
1.098761,-0.568246,0.067669
1.099080,-0.568475,0.060157
1.099362,-0.568676,0.052642
1.105292,-0.572925,0.045383
1.105499,-0.573074,0.037822
1.105669,-0.573196,0.030259
1.105801,-0.573290,0.022695
1.108334,-0.575105,0.015168
1.102435,-0.573883,0.121149
1.099786,-0.571977,0.113232
1.101140,-0.572951,0.105788
1.101648,-0.573317,0.098248
1.102118,-0.573655,0.090705
1.102552,-0.573967,0.083158
1.103757,-0.574834,0.075670
1.104115,-0.575092,0.068111
1.102814,-0.574156,0.060451
1.103096,-0.574359,0.052900
1.105775,-0.576286,0.045457
1.103548,-0.574684,0.037791
1.106152,-0.576557,0.030308
1.106284,-0.576652,0.022732
1.106378,-0.576720,0.015155
1.107247,-0.577345,0.007584
1.098179,-0.573523,0.120757
1.098761,-0.573943,0.113232
1.099305,-0.574337,0.105702
1.099813,-0.574703,0.098169
1.100282,-0.575042,0.090632
1.099096,-0.574186,0.082956
1.099490,-0.574470,0.075425
1.099847,-0.574728,0.067890
1.100166,-0.574958,0.060353
1.102067,-0.576331,0.052900
1.102311,-0.576508,0.045346
1.102518,-0.576657,0.037791
1.103498,-0.577365,0.030259
1.103630,-0.577460,0.022695
1.103724,-0.577528,0.015131
1.106212,-0.579325,0.007584
1.094129,-0.573263,0.127965
1.094746,-0.573711,0.120463
1.096939,-0.575300,0.113140
1.095869,-0.574524,0.105445
1.096374,-0.574890,0.097930
1.098457,-0.576400,0.090558
1.099696,-0.577298,0.083091
1.099282,-0.576998,0.075486
1.099638,-0.577256,0.067945
1.099957,-0.577488,0.060402
1.100238,-0.577691,0.052857
1.100482,-0.577868,0.045310
1.100688,-0.578018,0.037761
1.098429,-0.576380,0.030137
1.100988,-0.578235,0.022659
1.101892,-0.578890,0.015119
1.104377,-0.580692,0.007578
1.102753,-0.582242,0.129215
1.096132,-0.577425,0.120757
1.099934,-0.580191,0.113599
1.097256,-0.578242,0.105702
1.097762,-0.578610,0.098169
1.095811,-0.577191,0.090411
1.096241,-0.577504,0.082889
