1.267600,-0.770630,0.081413
1.267971,-0.770922,0.072375
1.263587,-0.767473,0.063076
1.268582,-0.771403,0.054291
1.256932,-0.765280,0.080751
1.254947,-0.763714,0.071639
1.254487,-0.763350,0.062647
1.254767,-0.763571,0.053702
1.255789,-0.764378,0.044785
1.263605,-0.774269,0.090387
1.253063,-0.765914,0.080585
1.250298,-0.763723,0.071443
1.253752,-0.766460,0.062690
1.254032,-0.766682,0.053739
1.253626,-0.769693,0.089712
1.254035,-0.770019,0.080751
1.252056,-0.768445,0.071639
1.254724,-0.770567,0.062819
1.257351,-0.772656,0.053959
1.259935,-0.774712,0.045061
1.250235,-0.770329,0.098536
1.245226,-0.766330,0.089160
1.245632,-0.766655,0.080254
1.245996,-0.766945,0.071344
1.248659,-0.769071,0.062561
1.251280,-0.771164,0.053739
1.255422,-0.774470,0.044939
1.252765,-0.775657,0.098873
1.253217,-0.776019,0.089896
1.246613,-0.770728,0.080419
1.253992,-0.776640,0.071933
1.254315,-0.776899,0.062947
1.254595,-0.777123,0.053959
1.254832,-0.777313,0.044969
1.244057,-0.773477,0.107257
1.244548,-0.773872,0.098333
1.244997,-0.774234,0.089406
1.243847,-0.773308,0.080364
1.245766,-0.774853,0.071541
1.244808,-0.774081,0.053591
1.245042,-0.774270,0.044663
1.237622,-0.771294,0.115699
1.238153,-0.771723,0.106816
1.238641,-0.772118,0.097929
1.240640,-0.773733,0.089160
1.241044,-0.774060,0.080254
1.242183,-0.774980,0.071393
1.244056,-0.776494,0.062561
1.244334,-0.776718,0.053628
1.244568,-0.776908,0.044693
1.247093,-0.778948,0.035830
1.242813,-0.779207,0.107404
1.237106,-0.774576,0.097929
1.239876,-0.776824,0.089222
1.244157,-0.780297,0.080585
1.244520,-0.780591,0.071639
1.240961,-0.777703,0.062475
1.241237,-0.777928,0.053555
1.245352,-0.781266,0.044785
1.245544,-0.781422,0.035830
1.245693,-0.781543,0.026874
1.234171,-0.775527,0.097794
1.234615,-0.775889,0.088915
1.235017,-0.776216,0.080033
1.234602,-0.775879,0.071099
1.235694,-0.776768,0.062260
1.236744,-0.777623,0.053407
1.237752,-0.778444,0.044540
1.241818,-0.781755,0.035757
1.241967,-0.781877,0.026819
1.235072,-0.779565,0.124835
1.235644,-0.780033,0.115938
1.226135,-0.772261,0.106080
1.226618,-0.772656,0.097254
1.234788,-0.779333,0.089038
1.235549,-0.779955,0.071246
1.235867,-0.780215,0.062346
1.236142,-0.780439,0.053444
1.235600,-0.779997,0.044509
1.235791,-0.780153,0.035609
1.235939,-0.780274,0.026708
1.226743,-0.776087,0.124063
1.227310,-0.776552,0.115221
1.227836,-0.776983,0.106374
1.228320,-0.777380,0.097524
1.228761,-0.777742,0.088670
1.231477,-0.779970,0.079978
1.232607,-0.780897,0.071148
1.232924,-0.781157,0.062260
1.232426,-0.780748,0.053334
1.233430,-0.781572,0.044478
1.233620,-0.781728,0.035585
1.239179,-0.786288,0.026819
1.229370,-0.783019,0.124578
1.219941,-0.775243,0.114663
1.220463,-0.775674,0.105859
1.220943,-0.776070,0.097052
1.222922,-0.777701,0.088363
1.225630,-0.779935,0.079702
1.228298,-0.782135,0.071001
1.231697,-0.784937,0.062303
1.230429,-0.783892,0.053334
1.230660,-0.784082,0.044448
1.230850,-0.784239,0.035560
1.232540,-0.785632,0.026708
1.225292,-0.782716,0.142125
1.223641,-0.781351,0.132992
1.221178,-0.779313,0.123806
1.213294,-0.772790,0.114105
1.213813,-0.773220,0.105344
1.212753,-0.772342,0.096445
1.213188,-0.772703,0.087689
1.219736,-0.778120,0.079371
1.221630,-0.779687,0.070657
1.221943,-0.779946,0.061831
1.226064,-0.783356,0.053186
1.226295,-0.783546,0.044325
1.229565,-0.786251,0.035560
1.232793,-0.788923,0.026745
1.219218,-0.781395,0.150456
1.217611,-0.780060,0.141341
1.216726,-0.779324,0.132349
1.217330,-0.779826,0.123548
1.217125,-0.779656,0.114663
1.217646,-0.780089,0.105859
1.211217,-0.774749,0.096445
1.212420,-0.775747,0.087750
1.218957,-0.781178,0.079426
1.220080,-0.782111,0.070657
1.220392,-0.782370,0.061831
1.220663,-0.782595,0.053002
1.226463,-0.787413,0.035511
1.226610,-0.787535,0.026635
1.214763,-0.781028,0.150039
1.215449,-0.781600,0.141243
1.216094,-0.782138,0.132441
1.215932,-0.782003,0.123548
1.220322,-0.785662,0.115141
1.216726,-0.782664,0.097052
1.217163,-0.783028,0.088241
