1.411806,-0.695123,0.067198
1.412129,-0.695330,0.057603
1.412401,-0.695505,0.048006
1.405522,-0.694399,0.066941
1.405843,-0.694606,0.057382
1.406114,-0.694781,0.047822
1.408116,-0.699356,0.076742
1.408487,-0.699596,0.067155
1.408808,-0.699804,0.057566
1.414114,-0.703239,0.048159
1.402126,-0.700255,0.076497
1.402495,-0.700495,0.066941
1.402814,-0.700703,0.057382
1.411462,-0.706332,0.048129
1.409170,-0.708349,0.076987
1.397833,-0.700939,0.066769
1.398151,-0.701147,0.057235
1.398420,-0.701323,0.047699
1.400315,-0.702561,0.038211
1.401498,-0.707034,0.086215
1.396906,-0.704020,0.076349
1.397273,-0.704261,0.066812
1.397592,-0.704470,0.057272
1.397861,-0.704646,0.047730
1.408946,-0.711923,0.038505
1.403566,-0.711738,0.086436
1.399814,-0.709265,0.076595
1.391840,-0.704011,0.066597
1.392157,-0.704219,0.057088
1.392425,-0.704396,0.047577
1.401824,-0.713939,0.096028
1.395629,-0.709840,0.085994
1.395211,-0.709564,0.076398
1.395578,-0.709807,0.066855
1.395896,-0.710017,0.057309
1.396165,-0.710195,0.047761
1.396384,-0.710340,0.038211
1.401559,-0.713763,0.028770
1.399729,-0.715863,0.095967
1.400195,-0.716172,0.086381
1.394787,-0.712581,0.076447
1.393489,-0.711719,0.066812
1.393806,-0.711930,0.057272
1.396573,-0.713767,0.047822
1.396793,-0.713913,0.038260
1.405293,-0.719558,0.028880
1.392950,-0.714702,0.105145
1.392632,-0.714490,0.095538
1.393096,-0.714799,0.085994
1.393510,-0.715075,0.076447
1.393876,-0.715319,0.066898
1.394193,-0.715531,0.057346
1.394462,-0.715710,0.047791
1.394681,-0.715856,0.038235
1.404003,-0.722071,0.028880
1.398990,-0.722462,0.105752
1.392040,-0.717809,0.095599
1.392503,-0.718119,0.086049
1.392918,-0.718396,0.076497
1.400755,-0.723643,0.067327
1.397752,-0.721633,0.057566
1.400513,-0.723481,0.048067
1.400734,-0.723629,0.038456
1.404229,-0.725969,0.028917
1.391348,-0.722130,0.105280
1.391860,-0.722474,0.095722
1.392322,-0.722786,0.086160
1.396051,-0.725296,0.076791
1.397246,-0.726101,0.067241
1.397564,-0.726315,0.057640
1.397833,-0.726496,0.048037
1.398053,-0.726644,0.038432
1.398224,-0.726759,0.028825
1.402494,-0.729634,0.019279
